Actual,Default_Probability_Pct,Risk_Level,Loan_Amount_USD,Expected_Loss_USD
0,50.9,Medium Risk,376500,191545.28072476387
0,17.1,Low Risk,276500,47411.36060655117
0,38.5,Medium Risk,336500,129512.23243772984
0,18.6,Low Risk,216500,40193.29080730677
0,12.5,Low Risk,256500,32180.203042924404
0,36.6,Medium Risk,96500,35271.74536883831
0,27.1,Low Risk,296500,80463.50058913231
0,35.7,Medium Risk,326500,116443.81016492844
0,59.3,Medium Risk,236500,140352.50613093376
0,46.9,Medium Risk,306500,143727.5583744049
0,19.5,Low Risk,166500,32439.837656915188
0,14.8,Low Risk,496500,73648.24359118938
0,16.8,Low Risk,466500,78250.11324137449
0,11.4,Low Risk,506500,57583.85859429836
0,39.9,Medium Risk,186500,74324.62340593338
0,24.8,Low Risk,256500,63512.72249221802
0,25.7,Low Risk,296500,76208.14326405525
0,21.0,Low Risk,286500,60096.68692946434
0,33.7,Medium Risk,326500,110096.75873816013
0,19.6,Low Risk,486500,95375.65150856972
1,100.0,High Risk,206500,206434.0025782585
1,59.1,Medium Risk,166500,98353.0139029026
1,15.4,Low Risk,226500,34926.786594092846
0,29.8,Low Risk,136500,40725.068762898445
1,100.0,High Risk,436500,436375.2984702587
1,100.0,High Risk,96500,96472.32785820961
0,30.6,Medium Risk,146500,44823.5809057951
1,100.0,High Risk,436500,436481.83983564377
0,48.5,Medium Risk,676500,328170.0297743082
1,100.0,High Risk,246500,246439.0700161457
1,41.9,Medium Risk,196500,82354.46499288082
1,100.0,High Risk,116500,116454.80188727379
0,28.9,Low Risk,276500,79942.66571104527
0,22.1,Low Risk,256500,56680.15544861555
0,13.4,Low Risk,376500,50506.6609159112
0,27.9,Low Risk,386500,107998.4863102436
0,32.5,Medium Risk,156500,50887.931272387505
0,13.7,Low Risk,226500,30961.045682430267
0,25.1,Low Risk,726500,182612.49811947346
1,24.8,Low Risk,106500,26463.81901949644
0,13.0,Low Risk,486500,63396.45245671272
1,100.0,High Risk,76500,76482.62277245522
1,50.5,Medium Risk,586500,296160.75325012207
0,18.1,Low Risk,396500,71580.33868670464
0,28.6,Low Risk,166500,47564.82616066933
0,29.6,Low Risk,286500,84875.0317543745
0,19.5,Low Risk,236500,46099.82482343912
1,15.0,Low Risk,456500,68565.2566999197
0,53.5,Medium Risk,126500,67689.0998184681
0,58.8,Medium Risk,286500,168510.9246969223
0,53.5,Medium Risk,156500,83718.88491511345
0,32.1,Medium Risk,206500,66287.5297665596
1,99.3,High Risk,596500,592362.3833954334
1,38.4,Medium Risk,76500,29390.805780887604
0,10.3,Low Risk,576500,59459.18143168092
0,21.3,Low Risk,296500,63190.72463363409
1,100.0,High Risk,246500,246435.92581152916
0,21.0,Low Risk,726500,152800.5406782031
0,26.6,Low Risk,376500,100249.95249509811
1,100.0,High Risk,176500,176453.34282517433
0,25.6,Low Risk,106500,27231.157287955284
0,21.5,Low Risk,516500,111120.7335665822
0,18.0,Low Risk,466500,83844.09973025322
0,37.6,Medium Risk,246500,92590.11881053448
1,100.0,High Risk,116500,116469.0925180912
0,31.3,Medium Risk,416500,130406.96105360985
0,37.9,Medium Risk,176500,66879.95664775372
0,22.5,Low Risk,376500,84711.76841855049
0,26.7,Low Risk,196500,52489.2505556345
0,22.3,Low Risk,206500,46049.682557582855
1,100.0,High Risk,136500,136488.78854513168
0,26.4,Low Risk,256500,67821.55971229076
0,17.9,Low Risk,316500,56702.352203428745
0,29.7,Low Risk,136500,40588.94070982933
0,32.2,Medium Risk,306500,98549.22340810299
0,46.0,Medium Risk,126500,58214.18556571007
0,15.2,Low Risk,256500,38986.855924129486
0,28.3,Low Risk,316500,89444.98944282532
0,28.4,Low Risk,476500,135174.73743855953
0,25.9,Low Risk,106500,27577.368289232254
0,28.5,Low Risk,416500,118901.92042291164
0,20.2,Low Risk,536500,108266.09368622303
0,30.6,Medium Risk,406500,124380.83240389824
0,20.0,Low Risk,506500,101074.29537177086
1,100.0,High Risk,116500,116471.43957018852
1,91.2,High Risk,276500,252303.12526226044
0,15.6,Low Risk,576500,89904.691003263
0,26.7,Low Risk,166500,44411.68802976608
0,21.8,Low Risk,376500,82151.88974887133
0,45.2,Medium Risk,206500,93290.5065715313
0,9.2,Low Risk,396500,36526.400949805975
0,35.5,Medium Risk,236500,83913.58686983585
0,19.9,Low Risk,126500,25174.785688519478
1,22.9,Low Risk,336500,77007.85187631845
0,13.7,Low Risk,546500,74768.23926717043
0,12.4,Low Risk,296500,36665.13865068555
1,85.6,High Risk,686500,587907.397210598
1,100.0,High Risk,306500,306429.39099669456
1,63.8,Medium Risk,66500,42425.72841048241
1,98.1,High Risk,176500,173157.08443522453
0,46.0,Medium Risk,106500,48968.22443604469
0,38.0,Medium Risk,136500,51891.73883199692
1,100.0,High Risk,386500,386413.95607590675
0,32.0,Medium Risk,456500,146026.65247023106
1,37.8,Medium Risk,426500,161123.43284487724
0,23.1,Low Risk,296500,68620.11547386646
1,57.8,Medium Risk,226500,130997.93726205826
1,100.0,High Risk,496500,496353.89587283134
0,14.4,Low Risk,566500,81381.51258975267
1,19.9,Low Risk,186500,37081.38528466225
0,37.2,Medium Risk,306500,114106.54255747795
0,38.0,Medium Risk,356500,135579.2503207922
0,39.7,Medium Risk,306500,121764.83342051506
1,68.9,High Risk,506500,349018.9293920994
0,22.3,Low Risk,486500,108344.07186508179
1,24.7,Low Risk,276500,68405.6510925293
1,100.0,High Risk,606500,606262.7461254597
0,23.6,Low Risk,216500,51107.28216916323
0,20.0,Low Risk,486500,97185.8304142952
0,23.7,Low Risk,226500,53780.29949963093
0,60.3,Medium Risk,46500,28040.305852890015
1,40.0,Medium Risk,126500,50585.42972803116
1,39.0,Medium Risk,196500,76556.89363181591
0,21.9,Low Risk,466500,101998.83393198252
0,22.5,Low Risk,136500,30648.0475589633
0,21.4,Low Risk,436500,93356.69580101967
1,56.5,Medium Risk,126500,71518.22218298912
0,50.9,Medium Risk,546500,277996.21826410294
0,35.4,Medium Risk,386500,136744.22937631607
0,38.3,Medium Risk,256500,98275.86042881012
0,38.1,Medium Risk,586500,223575.1375257969
0,23.1,Low Risk,306500,70676.87198519707
0,16.5,Low Risk,126500,20911.639019846916
0,13.0,Low Risk,486500,63380.61248511076
0,16.8,Low Risk,616500,103546.7998534441
0,22.3,Low Risk,356500,79415.68484157324
0,25.7,Low Risk,176500,45431.95320665836
0,24.1,Low Risk,186500,44879.07366454601
0,57.7,Medium Risk,106500,61400.55075287819
0,52.7,Medium Risk,36500,19218.104511499405
0,28.0,Low Risk,626500,175526.3329744339
0,14.6,Low Risk,336500,49050.04504323006
0,23.8,Low Risk,666500,158874.37061220407
0,36.9,Medium Risk,246500,91049.59078133106
0,49.3,Medium Risk,126500,62406.4375013113
0,24.4,Low Risk,186500,45570.35257667303
0,9.6,Low Risk,346500,33297.618225216866
0,13.1,Low Risk,266500,34900.91612935066
1,43.1,Medium Risk,196500,84680.71769177914
1,51.7,Medium Risk,66500,34355.17320036888
0,22.5,Low Risk,236500,53176.49260908365
0,14.7,Low Risk,256500,37764.3992677331
0,12.9,Low Risk,376500,48658.91283005476
0,84.9,High Risk,56500,47972.84299135208
0,48.7,Medium Risk,286500,139563.09114396572
0,33.1,Medium Risk,66500,22029.134556651115
0,39.3,Medium Risk,256500,100710.46158671379
1,100.0,High Risk,516500,516378.5500228405
1,22.9,Low Risk,396500,90723.48894178867
0,32.1,Medium Risk,376500,120771.60881459713
0,21.0,Low Risk,196500,41211.637414991856
1,15.7,Low Risk,306500,47982.09699988365
1,100.0,High Risk,456500,456404.195278883
0,13.6,Low Risk,236500,32095.912136137486
1,45.5,Medium Risk,496500,226064.82665240765
0,22.5,Low Risk,206500,46427.210703492165
1,100.0,High Risk,196500,196436.1913204193
0,16.8,Low Risk,226500,38027.38141268492
0,51.7,Medium Risk,96500,49936.079531908035
0,46.1,Medium Risk,216500,99757.83005356789
0,16.8,Low Risk,606500,102032.45125710964
1,65.6,High Risk,106500,69866.261780262
0,21.9,Low Risk,216500,47423.84218424559
0,49.6,Medium Risk,226500,112353.90074551105
0,24.6,Low Risk,496500,121920.27629166842
0,24.7,Low Risk,206500,50911.072090268135
0,64.3,Medium Risk,116500,74902.02909708023
0,30.7,Medium Risk,326500,100125.03376603127
0,18.3,Low Risk,656500,119955.07709681988
0,20.4,Low Risk,396500,80792.31040924788
1,71.0,High Risk,406500,288793.5126721859
1,100.0,High Risk,196500,196446.06480002403
0,46.8,Medium Risk,266500,124703.91394197941
0,39.3,Medium Risk,436500,171625.0398606062
0,15.7,Low Risk,506500,79771.17571979761
0,18.1,Low Risk,606500,110036.85039281845
0,50.8,Medium Risk,126500,64208.63401889801
0,13.7,Low Risk,486500,66462.7012386918
0,32.4,Medium Risk,686500,222231.43276572227
0,89.6,High Risk,186500,167178.77316474915
0,11.3,Low Risk,386500,43600.045904517174
0,32.5,Medium Risk,276500,89939.543902874
0,13.6,Low Risk,436500,59531.42537176609
0,20.6,Low Risk,236500,48661.75417602062
0,17.9,Low Risk,256500,45961.75975352526
0,60.5,Medium Risk,196500,118914.4549369812
0,36.7,Medium Risk,96500,35390.489399433136
0,38.3,Medium Risk,266500,102064.23062086105
0,36.9,Medium Risk,326500,120513.39918375015
0,27.3,Low Risk,246500,67205.48568665981
0,33.8,Medium Risk,246500,83436.12703680992
1,100.0,High Risk,546500,546392.7340209484
1,100.0,High Risk,216500,216436.88455224037
0,10.6,Low Risk,226500,24080.506548285484
0,34.3,Medium Risk,186500,64042.966425418854
0,19.4,Low Risk,486500,94294.93048042059
0,29.9,Low Risk,366500,109405.94117343426
0,39.8,Medium Risk,166500,66335.03548800945
0,15.1,Low Risk,456500,68927.84396559
0,25.1,Low Risk,636500,159809.33207273483
0,39.3,Medium Risk,96500,37937.51420080662
1,100.0,High Risk,236500,236430.65932393074
1,100.0,High Risk,116500,116475.9392440319
0,39.0,Medium Risk,136500,53261.38320565224
0,10.9,Low Risk,386500,42263.14563304186
0,28.6,Low Risk,116500,33290.92372953892
0,26.9,Low Risk,366500,98494.20334398746
1,19.8,Low Risk,436500,86491.89350008965
0,16.7,Low Risk,316500,52801.30458623171
0,73.6,High Risk,86500,63649.770110845566
1,62.2,Medium Risk,206500,128487.40422725677
0,26.5,Low Risk,246500,65384.64593887329
1,54.5,Medium Risk,136500,74415.13672471046
0,17.6,Low Risk,226500,39942.8221732378
0,27.9,Low Risk,166500,46413.34913671017
0,28.0,Low Risk,416500,116708.76348018646
0,45.7,Medium Risk,216500,98971.8936830759
0,34.8,Medium Risk,446500,155181.19686841965
0,16.3,Low Risk,416500,67791.1244481802
0,31.8,Medium Risk,326500,103943.5672312975
0,26.7,Low Risk,136500,36409.70005095005
0,24.1,Low Risk,186500,44902.77632325888
1,29.7,Low Risk,136500,40481.03655874729
1,12.0,Low Risk,436500,52342.72561222315
0,55.5,Medium Risk,106500,59095.00175714493
0,31.7,Medium Risk,166500,52710.94174683094
0,13.0,Low Risk,246500,32140.610560774803
0,45.2,Medium Risk,436500,197136.15515828133
1,50.0,Medium Risk,436500,218191.0054832697
0,15.5,Low Risk,146500,22718.23626756668
0,18.1,Low Risk,176500,31951.743319630623
0,21.6,Low Risk,336500,72744.0674751997
1,17.1,Low Risk,196500,33698.5899657011
0,18.5,Low Risk,156500,28963.759422302246
0,20.7,Low Risk,266500,55200.649335980415
1,100.0,High Risk,326500,326402.15051174164
0,53.3,Medium Risk,66500,35452.6726603508
0,82.1,High Risk,486500,399416.5772497654
0,16.5,Low Risk,446500,73796.31546139717
0,45.0,Medium Risk,146500,65959.37645435333
1,100.0,High Risk,316500,316416.522949934
0,28.5,Low Risk,76500,21805.77363073826
0,19.0,Low Risk,196500,37300.63267797232
1,59.9,Medium Risk,56500,33851.24433040619
0,25.0,Low Risk,496500,123906.68722987175
0,19.3,Low Risk,336500,64958.88710021973
1,21.9,Low Risk,386500,84799.29930716753
0,16.3,Low Risk,246500,40131.54782354832
0,20.0,Low Risk,406500,81128.51842492819
0,13.8,Low Risk,526500,72614.92297053337
0,17.3,Low Risk,226500,39170.846074819565
1,100.0,High Risk,146500,146462.3734652996
0,40.1,Medium Risk,286500,114871.64126336575
0,19.0,Low Risk,346500,65706.5219655633
0,17.9,Low Risk,236500,42335.72845906019
0,15.5,Low Risk,96500,14992.468476295471
0,8.2,Low Risk,306500,25253.136478364468
0,38.4,Medium Risk,376500,144705.74475824833
1,64.5,Medium Risk,526500,339387.94308900833
0,13.9,Low Risk,446500,62152.55469828844
0,12.4,Low Risk,386500,48070.56049630046
0,15.4,Low Risk,216500,33328.505128622055
0,21.3,Low Risk,246500,52381.36900961399
0,59.2,Medium Risk,206500,122198.65736365318
1,100.0,High Risk,486500,486393.0276334286
0,33.4,Medium Risk,226500,75728.65265607834
1,100.0,High Risk,196500,196444.9169933796
0,28.8,Low Risk,576500,166039.63841497898
1,53.6,Medium Risk,416500,223055.33301830292
0,22.9,Low Risk,606500,138878.6232545972
1,56.1,Medium Risk,86500,48497.95141816139
0,25.1,Low Risk,306500,76847.27677702904
0,13.8,Low Risk,326500,45127.36954540014
0,57.4,Medium Risk,116500,66814.37227129936
1,29.2,Low Risk,416500,121784.98582541943
0,19.9,Low Risk,196500,39057.93636292219
1,100.0,High Risk,356500,356421.9522178173
0,19.6,Low Risk,296500,58027.95414626598
0,65.4,High Risk,66500,43474.601089954376
0,23.2,Low Risk,286500,66600.34275054932
0,23.2,Low Risk,306500,71097.28785604239
1,83.5,High Risk,276500,231011.08649373055
0,23.8,Low Risk,406500,96934.59749221802
0,24.1,Low Risk,306500,73829.88368719816
0,53.3,Medium Risk,126500,67385.73595881462
0,22.5,Low Risk,236500,53150.81936120987
1,84.1,High Risk,76500,64306.945234537125
0,33.6,Medium Risk,416500,139878.31027805805
1,35.6,Medium Risk,666500,237121.63315713406
0,68.0,High Risk,56500,38429.86765503883
0,14.9,Low Risk,586500,87629.93185222149
0,26.3,Low Risk,266500,70025.24968981743
0,22.4,Low Risk,356500,79883.105635643
1,36.7,Medium Risk,216500,79426.15832388401
1,100.0,High Risk,506500,506351.6777455807
0,45.5,Medium Risk,266500,121327.57857441902
0,10.9,Low Risk,326500,35722.74054586887
0,32.1,Medium Risk,526500,169041.71557724476
0,20.2,Low Risk,346500,70085.00643074512
0,54.5,Medium Risk,66500,36271.09530568123
1,92.3,High Risk,396500,365793.8490509987
0,26.8,Low Risk,156500,41939.8275911808
0,43.2,Medium Risk,256500,110866.13009870052
0,27.0,Low Risk,356500,96285.66621243954
0,28.3,Low Risk,136500,38681.5492361784
0,32.6,Medium Risk,126500,41287.08690404892
0,38.9,Medium Risk,116500,45343.91812980175
1,100.0,High Risk,436500,436390.8048570156
0,20.8,Low Risk,546500,113739.51997607946
0,26.3,Low Risk,226500,59622.73487448692
0,19.2,Low Risk,406500,77915.5331030488
0,18.1,Low Risk,226500,40983.67664963007
0,31.5,Medium Risk,106500,33584.06361937523
1,8.8,Low Risk,606500,53630.89852780104
0,11.5,Low Risk,486500,56181.98696523905
1,25.2,Low Risk,216500,54658.81009399891
1,100.0,High Risk,716500,716390.6707763672
0,57.1,Medium Risk,206500,117888.76232504845
0,17.1,Low Risk,426500,72805.82467466593
0,25.5,Low Risk,346500,88452.81198620796
0,86.2,High Risk,336500,289991.0518229008
0,15.7,Low Risk,446500,70230.26298731565
1,33.6,Medium Risk,106500,35831.21833205223
0,17.3,Low Risk,256500,44437.242574989796
0,31.1,Medium Risk,366500,113940.08876383305
1,22.0,Low Risk,276500,60773.1207087636
0,33.1,Medium Risk,166500,55169.93357241154
1,100.0,High Risk,546500,546350.7787883282
1,69.0,High Risk,56500,38995.27460336685
0,48.7,Medium Risk,396500,192964.11827206612
0,45.5,Medium Risk,206500,93875.62750279903
1,97.0,High Risk,416500,404109.1293692589
1,72.9,High Risk,266500,194355.2630841732
1,100.0,High Risk,286500,286415.82879424095
0,52.5,Medium Risk,586500,307633.869767189
1,100.0,High Risk,386500,386417.50380396843
0,36.5,Medium Risk,386500,141126.2149065733
1,80.5,High Risk,216500,174299.74183440208
1,100.0,High Risk,436500,436365.8541440964
0,18.8,Low Risk,376500,70838.25753629208
0,50.1,Medium Risk,256500,128548.7390756607
0,61.5,Medium Risk,116500,71638.98783922195
0,24.5,Low Risk,306500,74973.97790104151
1,38.6,Medium Risk,76500,29503.023639321327
1,70.5,High Risk,306500,216201.55280828476
1,100.0,High Risk,676500,676437.9839301109
0,10.8,Low Risk,366500,39718.13151240349
0,22.6,Low Risk,366500,82727.15122997761
0,16.5,Low Risk,456500,75505.33056259155
1,100.0,High Risk,146500,146468.0143892765
0,22.1,Low Risk,436500,96515.94648510218
0,23.1,Low Risk,236500,54589.09215033054
1,23.5,Low Risk,256500,60181.88117444515
0,9.6,Low Risk,516500,49392.47043058276
1,30.5,Medium Risk,196500,60013.333931565285
0,14.0,Low Risk,496500,69659.15997326374
1,44.7,Medium Risk,156500,69929.57665026188
0,35.6,Medium Risk,576500,205213.04270625114
0,43.3,Medium Risk,106500,46161.20445728302
0,15.2,Low Risk,646500,98505.19535690546
1,100.0,High Risk,556500,556347.6502597332
0,24.1,Low Risk,296500,71600.47028958797
1,83.3,High Risk,176500,147107.54737257957
1,100.0,High Risk,566500,566287.9493236542
0,37.6,Medium Risk,206500,77720.54302692413
0,32.4,Medium Risk,206500,66960.23698151112
0,18.3,Low Risk,376500,68762.8944888711
0,20.4,Low Risk,526500,107618.58645826578
0,15.4,Low Risk,556500,85447.07500934601
0,17.4,Low Risk,256500,44646.46312594414
0,21.6,Low Risk,96500,20846.081271767616
1,21.4,Low Risk,226500,48580.107629299164
1,100.0,High Risk,86500,86485.3162765503
1,48.1,Medium Risk,366500,176225.7838100195
0,38.1,Medium Risk,216500,82580.41444420815
1,87.7,High Risk,486500,426769.9246406555
0,35.9,Medium Risk,116500,41854.396760463715
1,100.0,High Risk,476500,476383.86580348015
0,18.3,Low Risk,276500,50482.92753845453
0,19.2,Low Risk,366500,70406.73197805882
0,34.4,Medium Risk,316500,108988.44775557518
0,22.3,Low Risk,456500,101595.53966671228
1,100.0,High Risk,326500,326396.9349861145
0,15.1,Low Risk,566500,85755.81752508879
0,33.4,Medium Risk,116500,38907.5860530138
0,27.0,Low Risk,476500,128805.43425679207
0,20.5,Low Risk,666500,136840.57626128197
0,14.9,Low Risk,636500,94758.405148983
1,38.6,Medium Risk,166500,64294.660180807114
0,57.1,Medium Risk,146500,83655.04229068756
1,100.0,High Risk,516500,516382.67531991005
0,15.2,Low Risk,476500,72235.89625954628
1,80.9,High Risk,286500,231772.35674858093
0,17.6,Low Risk,236500,41593.70992332697
0,18.7,Low Risk,596500,111440.8768042922
0,18.9,Low Risk,136500,25770.912140607834
1,43.3,Medium Risk,116500,50442.232608795166
0,31.8,Medium Risk,346500,110297.89245128632
0,21.4,Low Risk,416500,89261.07298582792
1,26.3,Low Risk,476500,125120.38174271584
0,36.5,Medium Risk,446500,162964.5867496729
1,51.7,Medium Risk,76500,39549.77649450302
0,24.4,Low Risk,506500,123581.26159757376
0,40.0,Medium Risk,306500,122485.86735129356
1,96.5,High Risk,476500,459989.9150133133
0,45.8,Medium Risk,266500,122102.95540094376
0,35.9,Medium Risk,96500,34688.855946063995
0,39.8,Medium Risk,436500,173522.50385284424
0,35.0,Medium Risk,126500,44221.45402431488
0,29.2,Low Risk,236500,69142.81761646271
1,100.0,High Risk,346500,346401.1753499508
1,99.9,High Risk,206500,206381.95052742958
1,36.6,Medium Risk,326500,119355.97090423107
1,95.7,High Risk,186500,178458.826482296
0,17.6,Low Risk,456500,80474.58485513926
0,41.3,Medium Risk,166500,68819.29425895214
1,37.9,Medium Risk,186500,70650.180503726
1,100.0,High Risk,666500,666369.021743536
0,35.8,Medium Risk,276500,98910.14516353607
0,20.4,Low Risk,156500,31920.596085488796
0,21.0,Low Risk,286500,60294.5806235075
0,22.9,Low Risk,536500,122649.66952800751
0,11.5,Low Risk,286500,33081.753585487604
0,21.5,Low Risk,316500,68119.72057074308
1,100.0,High Risk,256500,256414.84254598618
0,46.6,Medium Risk,56500,26349.86214339733
0,51.6,Medium Risk,86500,44598.144203424454
1,70.0,High Risk,116500,81565.95578789711
1,21.5,Low Risk,386500,83236.64028197527
1,28.9,Low Risk,406500,117400.81062912941
0,40.7,Medium Risk,286500,116483.11257362366
0,29.7,Low Risk,256500,76091.44927561283
0,43.1,Medium Risk,196500,84706.13926649094
0,33.0,Medium Risk,396500,130998.04225564003
0,13.3,Low Risk,176500,23458.220191299915
1,22.2,Low Risk,336500,74658.24384987354
1,18.6,Low Risk,706500,131688.51276487112
1,36.2,Medium Risk,356500,128930.63323199749
0,38.3,Medium Risk,366500,140487.85178363323
0,23.9,Low Risk,466500,111507.8164190054
1,49.2,Medium Risk,166500,81959.10818874836
0,25.8,Low Risk,556500,143345.18399834633
0,24.6,Low Risk,326500,80352.4506688118
0,21.8,Low Risk,346500,75517.04221218824
0,19.2,Low Risk,436500,83647.57727086544
1,100.0,High Risk,186500,186458.836466074
0,13.9,Low Risk,266500,37006.254114210606
0,12.2,Low Risk,486500,59173.99086430669
0,16.4,Low Risk,516500,84890.32461494207
